,Agent1,Agent2,Agent3,Agent4
0,47076.854999306954,44607.88249194271,43599.05327666654,41020.14350970838
1,40319.870888930884,47119.31498800124,38553.9633068831,29565.295840362123
2,34274.02646283271,72078.93433865492,50017.54257525857,65373.15886200126
3,49727.44230974898,51959.469198262384,55671.59970820049,60664.06923399418
4,45016.35604221484,37080.99370258995,38372.55756631406,40139.43913675486
