,Agent1,Agent2,Agent3,Agent4
0,61339.339529233046,56468.7297260791,56465.094631453016,56463.247126311406
1,70157.0659844299,64838.14785407491,64817.512421511565,64974.422786051524
2,51457.00536485947,45483.45471102439,45478.546780010336,45492.73858849113
3,34116.55496292101,28683.643465196707,28650.850997224054,28645.297568503487
4,40794.78320355172,34916.11380711497,34911.16410864908,34881.14268870725
