,Agent1,Agent2,Agent3,Agent4
0,35941.75857414855,29953.660529362307,56608.04015573655,68756.0644623554
1,60624.34085539484,52465.084141487285,54544.23981810306,33647.70778172206
2,54932.56584523096,25347.878107754124,39835.378815864584,25164.553717979557
3,24307.932403619798,29360.287788043406,40937.77762239006,64570.21907686322
4,31037.6223914455,54288.83322050001,38102.290284198636,39848.16473429938
