,Agent1,Agent2,Agent3,Agent4
0,44863.8075962875,59835.30348237652,53705.857497870544,53694.432505324534
1,67081.84015787825,38155.75428549486,54826.495228870124,54793.57882172352
2,53617.893089071746,57869.8340918231,52769.54981086021,52783.55807803668
3,24262.544340471242,51682.28648718274,39126.37719020019,39108.37719020019
4,36118.10508777484,61792.7596375694,50848.05593288269,50846.17240126203
