,Agent1,Agent2,Agent3,Agent4
0,59995.993361584784,43741.70285312422,60556.63615915361,56084.4984860717
1,68381.98725496873,41926.44143390096,25950.518107030548,46410.814431617306
2,59204.70360720481,30970.343253073093,29697.610052446624,39078.43751058663
3,69729.32687947337,66440.5346671515,51400.24002017886,63842.29549511439
4,64924.552933662795,53928.142962191894,24964.565566817564,51124.56429896439
